Browser,URL,Title,Visit Count,Last Visit Time
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263726&cmid=1319&page=16,L1 - Practice - DB - 1 - ER MCQ (page 17 of 25) | SIET - LMS,1,2025-09-19 09:35:23.751645
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263726&cmid=1319&page=15,L1 - Practice - DB - 1 - ER MCQ (page 16 of 25) | SIET - LMS,1,2025-09-19 09:34:39.923877
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263726&cmid=1319&page=14,L1 - Practice - DB - 1 - ER MCQ (page 15 of 25) | SIET - LMS,1,2025-09-19 09:34:17.812904
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263726&cmid=1319&page=13,L1 - Practice - DB - 1 - ER MCQ (page 14 of 25) | SIET - LMS,1,2025-09-19 09:34:00.196012
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263726&cmid=1319&page=12,L1 - Practice - DB - 1 - ER MCQ (page 13 of 25) | SIET - LMS,1,2025-09-19 09:33:28.306720
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263726&cmid=1319&page=11,L1 - Practice - DB - 1 - ER MCQ (page 12 of 25) | SIET - LMS,1,2025-09-19 09:33:01.162278
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263726&cmid=1319&page=10,L1 - Practice - DB - 1 - ER MCQ (page 11 of 25) | SIET - LMS,1,2025-09-19 09:32:32.950340
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263726&cmid=1319&page=9,L1 - Practice - DB - 1 - ER MCQ (page 10 of 25) | SIET - LMS,1,2025-09-19 09:32:06.540321
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263726&cmid=1319&page=8,L1 - Practice - DB - 1 - ER MCQ (page 9 of 25) | SIET - LMS,1,2025-09-19 09:31:15.128693
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263726&cmid=1319&page=7,L1 - Practice - DB - 1 - ER MCQ (page 8 of 25) | SIET - LMS,1,2025-09-19 09:30:33.559592
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263726&cmid=1319&page=6,L1 - Practice - DB - 1 - ER MCQ (page 7 of 25) | SIET - LMS,1,2025-09-19 09:29:49.111471
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263726&cmid=1319&page=5,L1 - Practice - DB - 1 - ER MCQ (page 6 of 25) | SIET - LMS,1,2025-09-19 09:28:38.253889
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263726&cmid=1319&page=4,L1 - Practice - DB - 1 - ER MCQ (page 5 of 25) | SIET - LMS,1,2025-09-19 09:28:12.449376
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263726&cmid=1319&page=3,L1 - Practice - DB - 1 - ER MCQ (page 4 of 25) | SIET - LMS,1,2025-09-19 09:27:38.996386
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263726&cmid=1319&page=2,L1 - Practice - DB - 1 - ER MCQ (page 3 of 25) | SIET - LMS,1,2025-09-19 09:25:41.504834
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263726&cmid=1319&page=1,L1 - Practice - DB - 1 - ER MCQ (page 2 of 25) | SIET - LMS,1,2025-09-19 09:24:53.281059
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263726&cmid=1319,L1 - Practice - DB - 1 - ER MCQ (page 1 of 25) | SIET - LMS,1,2025-09-19 09:23:52.079235
Chrome,http://110.172.151.102/mod/quiz/review.php?attempt=263460&cmid=1319,2028-DBMS: L1 - Practice - DB - 1 - ER MCQ | SIET - LMS,1,2025-09-19 09:23:02.166051
Chrome,http://110.172.151.102/mod/quiz/summary.php?attempt=263460&cmid=1319,L1 - Practice - DB - 1 - ER MCQ: Attempt summary | SIET - LMS,1,2025-09-19 09:22:54.826442
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263460&cmid=1319&page=24,L1 - Practice - DB - 1 - ER MCQ (page 25 of 25) | SIET - LMS,1,2025-09-19 09:22:33.091592
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263460&cmid=1319&page=23,L1 - Practice - DB - 1 - ER MCQ (page 24 of 25) | SIET - LMS,1,2025-09-19 09:21:33.755955
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263460&cmid=1319&page=22,L1 - Practice - DB - 1 - ER MCQ (page 23 of 25) | SIET - LMS,1,2025-09-19 09:21:20.180725
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263460&cmid=1319&page=21,L1 - Practice - DB - 1 - ER MCQ (page 22 of 25) | SIET - LMS,1,2025-09-19 09:20:59.700056
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263460&cmid=1319&page=20,L1 - Practice - DB - 1 - ER MCQ (page 21 of 25) | SIET - LMS,1,2025-09-19 09:20:44.433965
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263460&cmid=1319&page=19,L1 - Practice - DB - 1 - ER MCQ (page 20 of 25) | SIET - LMS,1,2025-09-19 09:19:14.963647
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263460&cmid=1319&page=18,L1 - Practice - DB - 1 - ER MCQ (page 19 of 25) | SIET - LMS,1,2025-09-19 09:15:23.072730
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263460&cmid=1319&page=17,L1 - Practice - DB - 1 - ER MCQ (page 18 of 25) | SIET - LMS,1,2025-09-19 09:14:53.656995
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263460&cmid=1319&page=16,L1 - Practice - DB - 1 - ER MCQ (page 17 of 25) | SIET - LMS,1,2025-09-19 09:13:22.093271
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263460&cmid=1319&page=15,L1 - Practice - DB - 1 - ER MCQ (page 16 of 25) | SIET - LMS,1,2025-09-19 09:12:53.077673
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263460&cmid=1319&page=14,L1 - Practice - DB - 1 - ER MCQ (page 15 of 25) | SIET - LMS,1,2025-09-19 09:11:09.260430
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263460&cmid=1319&page=13,L1 - Practice - DB - 1 - ER MCQ (page 14 of 25) | SIET - LMS,1,2025-09-19 09:09:20.305140
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263460&cmid=1319&page=12,L1 - Practice - DB - 1 - ER MCQ (page 13 of 25) | SIET - LMS,1,2025-09-19 09:08:44.473522
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263460&cmid=1319&page=11,L1 - Practice - DB - 1 - ER MCQ (page 12 of 25) | SIET - LMS,1,2025-09-19 09:06:54.080638
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263460&cmid=1319&page=10,L1 - Practice - DB - 1 - ER MCQ (page 11 of 25) | SIET - LMS,1,2025-09-19 09:06:06.388735
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263460&cmid=1319&page=9,L1 - Practice - DB - 1 - ER MCQ (page 10 of 25) | SIET - LMS,1,2025-09-19 09:05:51.616222
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263460&cmid=1319&page=8,L1 - Practice - DB - 1 - ER MCQ (page 9 of 25) | SIET - LMS,1,2025-09-19 09:05:31.546096
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263460&cmid=1319&page=7,L1 - Practice - DB - 1 - ER MCQ (page 8 of 25) | SIET - LMS,1,2025-09-19 09:05:22.340453
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263460&cmid=1319&page=6,L1 - Practice - DB - 1 - ER MCQ (page 7 of 25) | SIET - LMS,1,2025-09-19 09:04:48.646291
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263460&cmid=1319&page=5,L1 - Practice - DB - 1 - ER MCQ (page 6 of 25) | SIET - LMS,1,2025-09-19 09:04:33.588795
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263460&cmid=1319&page=4,L1 - Practice - DB - 1 - ER MCQ (page 5 of 25) | SIET - LMS,1,2025-09-19 09:04:13.722271
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263460&cmid=1319&page=3,L1 - Practice - DB - 1 - ER MCQ (page 4 of 25) | SIET - LMS,1,2025-09-19 09:03:04.750456
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263460&cmid=1319&page=2,L1 - Practice - DB - 1 - ER MCQ (page 3 of 25) | SIET - LMS,1,2025-09-19 09:02:30.502145
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263460&cmid=1319&page=1,L1 - Practice - DB - 1 - ER MCQ (page 2 of 25) | SIET - LMS,1,2025-09-19 09:02:18.217290
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263460&cmid=1319,L1 - Practice - DB - 1 - ER MCQ (page 1 of 25) | SIET - LMS,1,2025-09-19 09:01:03.672511
Chrome,http://110.172.151.102/login/index.php?testsession=3149,Dashboard | SIET - LMS,70,2025-09-19 09:00:48.516896
Chrome,http://110.172.151.102/login/logout.php?sesskey=uvteN8X33x,SIET-LMS - Login,1,2025-09-19 09:00:43.013122
Chrome,http://110.172.151.102/mod/quiz/review.php?attempt=263309&cmid=1319,2028-DBMS: L1 - Practice - DB - 1 - ER MCQ | SIET - LMS,1,2025-09-19 09:00:10.316486
Chrome,http://110.172.151.102/mod/quiz/summary.php?attempt=263309&cmid=1319,L1 - Practice - DB - 1 - ER MCQ: Attempt summary | SIET - LMS,2,2025-09-19 09:00:03.662814
Chrome,http://110.172.151.102/mod/quiz/attempt.php,L1 - Practice - DB - 1 - ER MCQ (page 25 of 25) | SIET - LMS,8,2025-09-19 08:59:59.514794
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263309&cmid=1319&page=24,L1 - Practice - DB - 1 - ER MCQ (page 25 of 25) | SIET - LMS,1,2025-09-19 08:59:17.796370
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263309&cmid=1319&page=22,L1 - Practice - DB - 1 - ER MCQ (page 24 of 25) | SIET - LMS,1,2025-09-19 08:59:06.165841
Chrome,http://110.172.151.102/mod/quiz/startattempt.php?cmid=1319&sesskey=uvteN8X33x,L1 - Practice - DB - 1 - ER MCQ (page 24 of 25) | SIET - LMS,1,2025-09-19 08:59:06.165841
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263309&cmid=1319&page=23,L1 - Practice - DB - 1 - ER MCQ (page 24 of 25) | SIET - LMS,1,2025-09-19 08:59:06.165841
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263309&cmid=1319&page=21,L1 - Practice - DB - 1 - ER MCQ (page 22 of 25) | SIET - LMS,1,2025-09-19 08:57:49.610173
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263309&cmid=1319&page=20,L1 - Practice - DB - 1 - ER MCQ (page 21 of 25) | SIET - LMS,1,2025-09-19 08:56:31.975941
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263309&cmid=1319&page=19,L1 - Practice - DB - 1 - ER MCQ (page 20 of 25) | SIET - LMS,1,2025-09-19 08:56:21.447152
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263309&cmid=1319&page=18,L1 - Practice - DB - 1 - ER MCQ (page 19 of 25) | SIET - LMS,1,2025-09-19 08:54:51.984449
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263309&cmid=1319&page=17,L1 - Practice - DB - 1 - ER MCQ (page 18 of 25) | SIET - LMS,1,2025-09-19 08:54:25.716549
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263309&cmid=1319&page=16,L1 - Practice - DB - 1 - ER MCQ (page 17 of 25) | SIET - LMS,1,2025-09-19 08:53:59.991225
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263309&cmid=1319&page=15,L1 - Practice - DB - 1 - ER MCQ (page 16 of 25) | SIET - LMS,1,2025-09-19 08:53:49.800186
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263309&cmid=1319&page=14,L1 - Practice - DB - 1 - ER MCQ (page 15 of 25) | SIET - LMS,1,2025-09-19 08:53:31.670683
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263309&cmid=1319&page=13,L1 - Practice - DB - 1 - ER MCQ (page 14 of 25) | SIET - LMS,1,2025-09-19 08:53:17.743594
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263309&cmid=1319&page=12,L1 - Practice - DB - 1 - ER MCQ (page 13 of 25) | SIET - LMS,1,2025-09-19 08:52:35.967292
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263309&cmid=1319&page=11,L1 - Practice - DB - 1 - ER MCQ (page 12 of 25) | SIET - LMS,1,2025-09-19 08:51:48.457351
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263309&cmid=1319&page=10,L1 - Practice - DB - 1 - ER MCQ (page 11 of 25) | SIET - LMS,1,2025-09-19 08:51:30.840354
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263309&cmid=1319&page=9,L1 - Practice - DB - 1 - ER MCQ (page 10 of 25) | SIET - LMS,1,2025-09-19 08:51:12.204934
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263309&cmid=1319&page=8,L1 - Practice - DB - 1 - ER MCQ (page 9 of 25) | SIET - LMS,1,2025-09-19 08:48:15.256719
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263309&cmid=1319&page=7,L1 - Practice - DB - 1 - ER MCQ (page 8 of 25) | SIET - LMS,1,2025-09-19 08:48:06.531116
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263309&cmid=1319&page=6,L1 - Practice - DB - 1 - ER MCQ (page 7 of 25) | SIET - LMS,1,2025-09-19 08:47:46.304873
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263309&cmid=1319&page=5,L1 - Practice - DB - 1 - ER MCQ (page 6 of 25) | SIET - LMS,1,2025-09-19 08:47:30.560181
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263309&cmid=1319&page=4,L1 - Practice - DB - 1 - ER MCQ (page 5 of 25) | SIET - LMS,1,2025-09-19 08:47:08.114256
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263309&cmid=1319&page=3,L1 - Practice - DB - 1 - ER MCQ (page 4 of 25) | SIET - LMS,1,2025-09-19 08:46:46.448461
Chrome,http://110.172.151.102/mod/quiz/processattempt.php?cmid=1319,L1 - Practice - DB - 1 - ER MCQ (page 3 of 25) | SIET - LMS,1,2025-09-19 08:46:31.208778
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263309&cmid=1319&page=2,L1 - Practice - DB - 1 - ER MCQ (page 3 of 25) | SIET - LMS,1,2025-09-19 08:46:31.208778
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263309&cmid=1319&page=1,L1 - Practice - DB - 1 - ER MCQ (page 2 of 25) | SIET - LMS,1,2025-09-19 08:43:21.227048
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=263309&cmid=1319,L1 - Practice - DB - 1 - ER MCQ (page 1 of 25) | SIET - LMS,1,2025-09-19 08:43:01.625424
Chrome,http://110.172.151.102/my/courses.php,My courses | SIET - LMS,43,2025-09-19 08:41:04.474708
Chrome,https://github.com/Dhayalan-05/tool/blob/main/akshita,tool/akshita at main · Dhayalan-05/tool,7,2025-09-18 15:16:29.224199
Chrome,https://github.com/Dhayalan-05/tool/blob/main/jerisha,tool/jerisha at main · Dhayalan-05/tool,2,2025-09-18 15:16:17.790964
Chrome,https://github.com/Dhayalan-05/tool/blob/main/kalaiselvi,tool/kalaiselvi at main · Dhayalan-05/tool,6,2025-09-18 15:16:14.068053
Chrome,https://github.com/Dhayalan-05/tool/blob/main/ml_test.py,tool/ml_test.py at main · Dhayalan-05/tool,1,2025-09-17 15:39:58.897237
Chrome,https://github.com/Dhayalan-05/tool/blob/main/browsing_history.csv,tool/browsing_history.csv at main · Dhayalan-05/tool,4,2025-09-17 15:39:53.555307
Chrome,https://github.com/Dhayalan-05/tool/tree/main,Dhayalan-05/tool,16,2025-09-17 15:39:48.626736
Chrome,https://github.com/Dhayalan-05/tool/tree/base,Dhayalan-05/tool at base,12,2025-09-17 15:38:57.551553
Chrome,https://www.docker.com/products/docker-desktop/,Docker Desktop: The #1 Containerization Tool for Developers | Docker,1,2025-09-17 14:16:57.863301
Chrome,https://www.google.com/search?q=docker+download&oq=docker+d&gs_lcrp=EgZjaHJvbWUqBwgBECEYjwIyBggAEEUYOTIHCAEQIRiPAjIHCAIQIRiPAjIHCAMQIRiPAtIBCTI0ODY1ajBqN6gCALACAA&sourceid=chrome&ie=UTF-8,docker download - Google Search,1,2025-09-17 14:16:30.701381
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=250903&cmid=1208&page=2,DS Hashing - Programs (page 3 of 4) | SIET - LMS,1,2025-09-17 10:01:23.366446
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=250903&cmid=1208&page=1&mdlscrollto=1104,DS Hashing - Programs (page 2 of 4) | SIET - LMS,1,2025-09-17 10:01:16.550187
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=250903&cmid=1208&page=1,DS Hashing - Programs (page 2 of 4) | SIET - LMS,2,2025-09-17 09:59:46.033121
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=250903&cmid=1208&mdlscrollto=1389.3333740234375,DS Hashing - Programs (page 1 of 4) | SIET - LMS,1,2025-09-17 09:53:46.247094
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=250903&cmid=1208&mdlscrollto=1544,DS Hashing - Programs (page 1 of 4) | SIET - LMS,1,2025-09-17 09:52:33.087915
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=250903&cmid=1208&mdlscrollto=1337.3333740234375,DS Hashing - Programs (page 1 of 4) | SIET - LMS,1,2025-09-17 09:51:42.497604
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=250903&cmid=1208&mdlscrollto=1537.3333740234375,DS Hashing - Programs (page 1 of 4) | SIET - LMS,1,2025-09-17 09:50:52.833998
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=250903&cmid=1208&mdlscrollto=1526.6666259765625,DS Hashing - Programs (page 1 of 4) | SIET - LMS,1,2025-09-17 09:50:23.897575
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=250903&cmid=1208&mdlscrollto=1478.6666259765625,DS Hashing - Programs (page 1 of 4) | SIET - LMS,1,2025-09-17 09:50:02.381782
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=250903&cmid=1208&mdlscrollto=1353.3333740234375,DS Hashing - Programs (page 1 of 4) | SIET - LMS,1,2025-09-17 09:49:34.292030
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=250903&cmid=1208&mdlscrollto=1534.6666259765625,DS Hashing - Programs (page 1 of 4) | SIET - LMS,1,2025-09-17 09:48:54.767437
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=250903&cmid=1208&mdlscrollto=1393.3333740234375,DS Hashing - Programs (page 1 of 4) | SIET - LMS,1,2025-09-17 09:47:45.023072
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=250903&cmid=1208,DS Hashing - Programs (page 1 of 4) | SIET - LMS,5,2025-09-17 09:47:05.322893
Chrome,http://110.172.151.102/mod/quiz/startattempt.php?cmid=1208&sesskey=vX0nmS5c0t,DS Hashing - Programs (page 1 of 4) | SIET - LMS,1,2025-09-17 09:47:05.322893
Chrome,http://110.172.151.102/mod/quiz/view.php?id=1208,2028_ADS: DS Hashing - Programs | SIET - LMS,8,2025-09-17 09:47:01.755382
Chrome,http://110.172.151.102/course/view.php?id=33,Course: 2028 - Advanced Data Structures Course | SIET - LMS,72,2025-09-17 09:46:56.877607
Chrome,https://chatgpt.com/c/68ca757b-9bf0-8323-ad2f-bd0962d85763,Hashing with Separate Chaining,2,2025-09-17 09:44:27.550555
Chrome,http://110.172.151.102/mod/quiz/startattempt.php?cmid=1208&sesskey=YYnOXUw6uV,DS Hashing - Programs (page 1 of 4) | SIET - LMS,1,2025-09-17 09:43:26.258257
Chrome,http://110.172.151.102/mod/quiz/view.php?id=11,PC1: L1 - Practice - PS - 11 | SIET - LMS,1,2025-09-17 09:42:04.958925
Chrome,http://110.172.151.102/mod/quiz/view.php?id=6,PC1: L1 - Practice - PS - 6 | SIET - LMS,1,2025-09-17 09:42:00.287402
Chrome,http://110.172.151.102/course/view.php?id=3,Course: Placement Programming Course1 | SIET - LMS,35,2025-09-17 09:41:41.620806
Chrome,http://110.172.151.102/course/section.php?id=331,Section: ER Diagram | 2028 Database Management Systems | SIET - LMS,2,2025-09-17 09:38:57.624647
Chrome,http://110.172.151.102/mod/url/view.php?id=1317,2028-DBMS: ER Diagram Part 2 | SIET - LMS,1,2025-09-17 09:38:51.600948
Chrome,http://110.172.151.102/mod/url/view.php?id=1316,2028-DBMS: ER Diagram Part 1 | SIET - LMS,1,2025-09-17 09:38:31.616055
Chrome,http://110.172.151.102/?redirect=0,Home | SIET - LMS,7,2025-09-17 09:35:33.537444
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=250903&cmid=1208&mdlscrollto=1560,DS Hashing - Programs (page 1 of 4) | SIET - LMS,2,2025-09-17 09:32:30.083613
Chrome,http://110.172.151.102/mod/quiz/attempt.php?attempt=250903&cmid=1208&mdlscrollto=1378.6666259765625,DS Hashing - Programs (page 1 of 4) | SIET - LMS,1,2025-09-17 09:21:16.284527
Chrome,http://110.172.151.102/mod/quiz/startattempt.php?cmid=1208&sesskey=zEq5jZC3Cp,DS Hashing - Programs (page 1 of 4) | SIET - LMS,1,2025-09-17 09:19:14.202082
Chrome,http://110.172.151.102/mod/quiz/review.php?attempt=225685&cmid=1133,DS Insertion SORT - MCQ and Program: Attempt review | SIET - LMS,13,2025-09-17 09:08:59.415758
